,name,price,pixel,min_iso,max_iso,continuous_shooting_performance,shutter_speed,monitor_size,monitor_pixel,max_num_of_shooting,four_k,wifi,touch_panel,move_panel,weight,width,height,depth,frame_id,maker_id,finder_id,f_value,max_num_of_shooting_with_finder,bluetooth,zoom,min_focus,max_focus,selfie,waterproof,gps,nearest_shot,anti_shake,five_axis_anti_shake,nearest_shot_with_macro_mode,f_value_wide,super_wide,open_year,open_month,camera_type_id
257,EOS M6 EF-M15-45 IS STM レンズキット,70000,2420,,,9.0,1/4000〜30 秒,3.0,104.0,295,False,True,True,チルト式液晶,343.0,112.0,68.0,44.5,3.0,4,2,,,Bluetooth 4.1,,,,True,　,False,,　,False,,,False,2017,4,2
258,FUJIFILM X-Pro1 ボディ,80000,1630,,2560,6.0,1/4000〜30 秒,3.0,123.0,300,False,False,False,　,400.0,139.5,81.8,42.5,3.0,2,41,,,　,,,,False,　,False,,　,False,,,False,2012,2,2
259,LUMIX DMC-GF7W ダブルズームレンズキット,64800,1600,,10,40.0,1/16000〜60 秒,3.0,104.0,230,False,True,True,チルト式,236.0,106.5,64.6,33.3,4.0,6,2,,,　,,,,True,　,False,,　,False,,,False,2015,2,2
260,α7 ILCE-7 ボディ,96020,2430,,5120,5.0,1/8000〜30 秒,3.0,92.1,340,False,True,False,チルト可動式液晶,416.0,126.9,94.4,48.2,2.0,1,27,,270,　,,,,False,○,False,,　,False,,,False,2013,11,2
261,FUJIFILM X-Pro1 標準レンズキット,124800,1630,,2560,6.0,1/4000〜30 秒,3.0,123.0,300,False,False,False,　,400.0,139.5,81.8,42.5,3.0,2,41,,,　,,,,False,　,False,,　,False,,,False,,,2
262,FUJIFILM X-T10 ボディ,54800,1630,,5120,8.0,1/32000〜30 秒,3.0,92.0,350,False,True,False,チルト式液晶,331.0,118.4,82.8,40.8,3.0,2,30,,,　,,,,False,　,False,,　,False,,,False,2015,6,2
263,OLYMPUS PEN Lite E-PL7 EZダブルズームキット,59800,1605,,2560,8.0,1/4000〜60 秒,3.0,104.0,350,False,True,True,チルト可動式,309.0,114.9,67.0,38.4,4.0,5,2,,,　,,,,True,　,False,,○,False,,,False,2014,9,2
264,ライカCL ボディ,348840,2424,,,30.0,1/25000〜30 秒,3.0,104.0,220,True,True,True,　,353.0,131.0,78.0,45.0,3.0,8,39,,,　,,,,False,　,False,,　,False,,,False,2017,12,2
265,FUJIFILM X-T1 ボディ,74800,1630,,5120,8.0,1/4000〜30 秒,3.0,104.0,350,False,True,False,チルト式液晶,390.0,129.0,89.8,46.7,3.0,2,30,,,　,,,,False,○,False,,　,False,,,False,2014,2,2
266,Nikon 1 AW1 ボディ,59802,1425,,,60.0,1/16000〜30 秒,3.0,92.0,250,False,False,False,　,313.0,113.3,71.5,37.5,5.0,3,2,,,　,,,,False,○,True,,　,False,,,False,2013,10,2
267,OLYMPUS OM-D E-M1 12-40mm F2.8 レンズキット,83800,1628,,2560,10.0,1/8000〜60 秒,3.0,104.0,350,False,True,True,可動式液晶,443.0,130.4,93.5,63.1,4.0,5,37,,,　,,,,False,○,False,,○,True,,,False,2013,10,2
268,PENTAX Q10 ダブルズームキット,61505,1240,,,5.0,1/2000〜30 秒,3.0,46.0,270,False,False,False,　,180.0,102.0,58.0,33.5,6.0,20,2,,,　,,,,False,　,False,,○,False,,,False,2012,10,2
269,SIGMA sd Quattro H 24-105mm F4 DG OS HSM Art レンズキット,166530,3860,,,6.2,1/4000〜30 秒,3.0,162.0,187,False,False,False,　,,147.0,95.1,90.8,3.0,13,39,,,　,,,,False,○,False,,　,False,,,False,2017,3,2
270,EOS M10 EF-M15-45 IS STM レンズキット,47773,1800,,2560,4.6,1/4000〜30 秒,3.0,104.0,255,False,True,True,チルト式液晶,265.0,108.0,66.6,35.0,3.0,4,2,,,　,,,,True,　,False,,　,False,,,False,2015,10,2
271,EOS M3 ボディ,21880,2420,,2560,4.2,1/4000〜30 秒,3.0,104.0,250,False,True,True,チルト式液晶,319.0,110.9,68.0,44.4,3.0,4,2,,,　,,,,True,　,False,,　,False,,,False,2015,3,2
272,FUJIFILM X-A2 ダブルズームレンズキット,56000,1630,,2560,5.6,1/4000〜30 秒,3.0,92.0,410,False,True,False,チルト式液晶,300.0,116.9,66.5,40.4,3.0,2,2,,,　,,,,True,　,False,,　,False,,,False,2015,2,2
273,FUJIFILM X-M1 ボディ,32800,1630,,2560,5.6,1/4000〜30 秒,3.0,92.0,350,False,True,False,チルト式液晶,280.0,116.9,66.5,39.0,3.0,2,2,,,　,,,,False,　,False,,　,False,,,False,2013,9,2
274,FUJIFILM X-T1 F X-T1B/1855KIT レンズキット,123768,1630,,5120,8.0,1/4000〜30 秒,3.0,104.0,350,False,True,False,チルト式液晶,390.0,129.0,89.8,46.7,3.0,2,30,,,　,,,,False,○,False,,　,False,,,False,2014,2,2
275,SIGMA sd Quattro 30mm F1.4 DC HSM Art レンズキット,94190,2950,,,4.3,1/4000〜30 秒,3.0,162.0,　,False,False,False,　,625.0,147.0,95.1,90.8,3.0,13,39,,,　,,,,False,○,False,,　,False,,,False,2016,7,2
276,X1D エクスペリエンス・パッケージ [Silver],1388394,,,,,1/2000〜 秒,3.0,92.0,　,False,True,True,　,,150.0,98.0,71.0,1.0,21,42,,,　,,,,False,　,True,,　,False,,,False,2018,4,2
277,X1D-50c ボディ,1108080,,,,,1/2000〜 秒,3.0,92.0,　,False,True,True,　,,150.4,98.1,71.4,1.0,21,42,,,　,,,,False,　,True,,　,False,,,False,,,2
278,EOS M ボディ,29800,1800,,2560,4.3,1/4000〜30 秒,3.0,104.0,230,False,False,True,　,262.0,108.6,66.5,32.3,3.0,4,2,,,　,,,,False,　,False,,　,False,,,False,2012,10,2
279,EOS M3 EF-M15-45 IS STM レンズキット,49500,2420,,2560,4.2,1/4000〜30 秒,3.0,104.0,250,False,True,True,チルト式液晶,319.0,110.9,68.0,44.4,3.0,4,2,,,　,,,,True,　,False,,　,False,,,False,2016,3,2
280,SIGMA sd Quattro H 35mm F1.4 DG HSM Art レンズキット,165020,3860,,,6.2,1/4000〜30 秒,3.0,162.0,187,False,False,False,　,,147.0,95.1,90.8,3.0,13,39,,,　,,,,False,○,False,,　,False,,,False,2017,3,2
281,ライカCL プライムキット 18mm,507600,2424,,,30.0,1/25000〜30 秒,3.0,104.0,220,True,True,True,　,353.0,131.0,78.0,45.0,3.0,8,39,,,　,,,,False,　,False,,　,False,,,False,2017,12,2
282,ライカTL2 ボディ,256500,,,,20.0,1/40000〜30 秒,3.7,130.0,250,True,True,True,　,355.0,134.0,69.0,33.0,3.0,8,2,,,　,,,,False,　,False,,　,False,,,False,2017,8,2
283,ライカTスターターセット,448200,1630,,,5.0,1/4000〜30 秒,3.7,130.0,400,False,True,True,　,339.0,134.0,69.0,33.0,3.0,8,39,,,　,,,,False,　,True,,　,False,,,False,2016,1,2
284,EOS M3 クリエイティブマクロレンズキット,69800,2420,,2560,4.2,1/4000〜30 秒,3.0,104.0,250,False,True,True,チルト式液晶,319.0,110.9,68.0,44.4,3.0,4,2,,,　,,,,True,　,False,,　,False,,,False,2016,7,2
285,FUJIFILM X-E1 レンズキット,74799,1630,,2560,6.0,1/4000〜30 秒,2.8,46.0,350,False,False,False,　,300.0,129.0,74.9,38.3,3.0,2,30,,,　,,,,False,　,False,,　,False,,,False,2012,11,2
286,FUJIFILM X-T10 レンズキット,91398,1630,,5120,8.0,1/32000〜30 秒,3.0,92.0,350,False,True,False,チルト式液晶,331.0,118.4,82.8,40.8,3.0,2,30,,,　,,,,False,　,False,,　,False,,,False,2015,6,2
287,LUMIX DMC-GF6 ボディ,49800,1600,,2560,20.0,1/4000〜60 秒,3.0,104.0,　,False,True,True,可動式,281.0,111.2,64.8,38.4,4.0,6,2,,,　,,,,True,　,False,,　,False,,,False,2013,4,2
288,OLYMPUS OM-D E-M10 EZダブルズームキット,74800,1605,,2560,8.0,1/4000～60 秒,3.0,104.0,320,False,True,True,可動式液晶,350.0,119.1,82.3,45.9,4.0,5,38,,,　,,,,False,　,False,,○,False,,,False,2014,2,2
289,OLYMPUS PEN E-P5 ボディ,60329,1605,,2560,9.0,1/8000～60 秒,3.0,104.0,400,False,True,True,可動式液晶,366.0,122.3,68.9,37.2,4.0,5,2,,,　,,,,False,　,False,,○,False,,,False,2013,6,2
290,EOS M3 ダブルレンズキット2,65800,2420,,2560,4.2,1/4000〜30 秒,3.0,104.0,250,False,True,True,チルト式液晶,319.0,110.9,68.0,44.4,3.0,4,2,,,　,,,,True,　,False,,　,False,,,False,2016,3,2
291,EOS M5 クリエイティブマクロ ダブルレンズキット,154886,2420,,,9.0,1/4000〜30 秒,3.2,162.0,295,False,True,True,チルト式液晶,380.0,115.6,89.2,60.6,3.0,4,26,,295,Bluetooth 4.1,,,,True,　,False,,　,False,,,False,2016,11,2
292,EOS M6 EF-M18-150 IS STM レンズEVFキット,109800,2420,,,9.0,1/4000〜30 秒,3.0,104.0,295,False,True,True,チルト式液晶,343.0,112.0,68.0,44.5,3.0,4,2,,,Bluetooth 4.1,,,,True,　,False,,　,False,,,False,2017,4,2
293,EOS M6 ダブルズームEVFキット,99800,2420,,,9.0,1/4000〜30 秒,3.0,104.0,295,False,True,True,チルト式液晶,343.0,112.0,68.0,44.5,3.0,4,2,,,Bluetooth 4.1,,,,True,　,False,,　,False,,,False,2017,4,2
294,LUMIX DMC-GH4H 高倍率ズームレンズキット,221000,1605,,10,40.0,1/8000〜60 秒,3.0,104.0,530,True,True,True,フリーアングル,480.0,132.9,93.4,83.9,4.0,6,29,,,　,,,,False,○,False,,　,False,,,False,2014,4,2
295,LUMIX DMC-GX7MK2L 単焦点ライカDGレンズキット,104520,1600,,10,40.0,1/16000〜60 秒,3.0,104.0,　,True,True,True,チルト式,383.0,122.0,70.6,43.9,4.0,6,34,,,　,,,,False,　,False,,○,True,,,False,2016,5,2
296,OLYMPUS PEN E-P3 ボディ,69505,1230,,,3.0,1/4000〜60 秒,3.0,61.0,330,False,False,True,　,321.0,122.0,69.1,34.3,4.0,5,2,,,　,,,,False,　,False,,○,False,,,False,2011,7,2
297,X1D エクスペリエンス・パッケージ [Black],1559994,,,,,1/2000〜 秒,3.0,92.0,　,False,True,True,　,,150.0,98.0,71.0,1.0,21,42,,,　,,,,False,　,True,,　,False,,,False,2018,4,2
298,α NEX-3NY ダブルズームレンズキット,56000,1610,,,4.0,1/4000〜30 秒,3.0,46.0,480,False,False,False,チルト可動式液晶,210.0,109.9,62.0,34.6,3.0,1,2,,,　,,,,True,　,False,,　,False,,,False,2013,3,2
299,α NEX-6 ボディ,50000,1610,,,10.0,1/4000〜30 秒,3.0,92.1,360,False,True,False,チルト可動式液晶,287.0,119.9,66.9,42.6,3.0,1,27,,270,　,,,,False,　,False,,　,False,,,False,2012,11,2
300,EOS M ダブルレンズキット,110341,1800,,2560,4.3,1/4000〜30 秒,3.0,104.0,230,False,False,True,　,262.0,108.6,66.5,32.3,3.0,4,2,,,　,,,,False,　,False,,　,False,,,False,2012,9,2
301,EOS M3 クリエイティブマクロ ダブルレンズキット,,2420,,2560,4.2,1/4000〜30 秒,3.0,104.0,250,False,True,True,チルト式液晶,319.0,110.9,68.0,44.4,3.0,4,2,,,　,,,,True,　,False,,　,False,,,False,2016,7,2
302,EOS M3 ボディ EVFキット,57969,2420,,2560,4.2,1/4000〜30 秒,3.0,104.0,250,False,True,True,チルト式液晶,319.0,110.9,68.0,44.4,3.0,4,2,,,　,,,,True,　,False,,　,False,,,False,2015,3,2
303,FUJIFILM X-M1 ダブルレンズキット,64800,1630,,2560,5.6,1/4000〜30 秒,3.0,92.0,350,False,True,False,チルト式液晶,280.0,116.9,66.5,39.0,3.0,2,2,,,　,,,,False,　,False,,　,False,,,False,2013,7,2
304,LUMIX DMC-GH4 ボディ,69800,1605,,10,40.0,1/8000〜60 秒,3.0,104.0,530,True,True,True,フリーアングル,480.0,132.9,93.4,83.9,4.0,6,29,,,　,,,,False,○,False,,　,False,,,False,2014,4,2
305,LUMIX DMC-GM1SK レンズキット,82080,1600,,10,40.0,1/16000〜60 秒,3.0,104.0,230,False,True,True,　,173.0,98.5,54.9,30.4,4.0,6,2,,,　,,,,False,　,False,,　,False,,,False,2014,11,2
306,OLYMPUS OM-D E-M5 レンズキット,79800,1605,,2560,9.0,1/4000〜60 秒,3.0,61.0,360,False,False,True,チルト可動式,373.0,121.0,89.6,41.9,4.0,5,38,,,　,,,,False,○,False,,○,True,,,False,2012,3,2
307,OLYMPUS PEN E-P5 14-42mm レンズキット,65900,1605,,2560,9.0,1/8000～60 秒,3.0,104.0,400,False,True,True,可動式液晶,366.0,122.3,68.9,37.2,4.0,5,2,,,　,,,,False,　,False,,○,True,,,False,2013,6,2
308,OLYMPUS PEN Lite E-PL6 EZ ダブルズームキット,59800,1605,,2560,8.0,1/4000〜60 秒,3.0,46.0,360,False,False,True,チルト＆リバース式液晶,279.0,110.5,63.7,38.2,4.0,5,2,,,　,,,,True,　,False,,○,False,,,False,2014,5,2
309,OM-D E-M5 Mark II Limited Edition Kit,124800,1605,,2560,10.0,1/8000〜60 秒,3.0,104.0,310,False,True,True,バリアングル液晶,417.0,123.7,85.0,44.5,4.0,5,37,,,　,,,,True,○,False,,○,True,,,False,2015,6,2
310,ライカT ボディ,235440,1630,,,5.0,1/4000〜30 秒,3.7,130.0,400,False,True,True,　,339.0,134.0,69.0,33.0,3.0,8,2,,,　,,,,False,　,False,,　,False,,,False,,,2
311,ライカTL ボディ,225720,1630,,,5.0,1/4000〜30 秒,3.7,130.0,400,False,True,True,　,339.0,134.0,69.0,33.0,3.0,8,2,,,　,,,,False,　,False,,　,False,,,False,2016,11,2
312,EOS 5D Mark IV ボディ,245495,3040,,10240,7.0,1/8000～30 秒,3.2,162.0,300,True,True,True,　,800.0,150.7,116.4,75.9,2.0,4,43,,900,　,,,,False,○,True,,　,False,,,False,2016,9,3
313,EOS 6D Mark II ボディ,138460,2620,,10240,6.5,1/4000〜30 秒,3.0,104.0,380,False,True,True,バリアングル液晶,685.0,144.0,110.5,74.8,2.0,4,43,,1200,Bluetooth 4.1,,,,True,○,True,,　,False,,,False,2017,8,3
314,D850 ボディ,322100,4575,,102400,7.0,1/8000〜30 秒,3.2,236.0,,True,True,True,チルト式液晶,915.0,146.0,124.0,78.5,2.0,3,43,,1840,Bluetooth 4.1,,,,False,○,False,,　,False,,,False,2017,9,3
315,D5600 ダブルズームキット,69475,2416,,,5.0,1/4000〜30 秒,3.2,104.0,,False,True,True,バリアングル液晶,415.0,124.0,97.0,70.0,3.0,3,44,,970,Bluetooth 4.1,,,,True,　,False,,　,False,,,False,2016,11,3
316,EOS Kiss X9 ダブルズームキット,62480,2420,,5120,5.0,1/4000〜30 秒,3.0,104.0,290,False,True,True,バリアングル液晶,406.0,122.4,92.6,69.8,3.0,4,45,,840,Bluetooth 4.1,,,,True,　,False,,　,False,,,False,2017,7,3
317,D500 ボディ,142672,2088,,1640000,10.0,1/8000〜30 秒,3.2,236.0,,True,True,True,チルト式液晶,760.0,147.0,115.0,81.0,3.0,3,43,,1240,Bluetooth 4.1,,,,False,○,False,,　,False,,,False,2016,4,3
318,EOS Kiss X9i ダブルズームキット,81999,2420,,5120,6.0,1/4000〜30 秒,3.0,104.0,270,False,True,True,バリアングル液晶,485.0,131.0,99.9,76.2,3.0,4,45,,600,Bluetooth 4.1,,,,False,　,False,,　,False,,,False,2017,4,3
319,D5300 AF-P ダブルズームキット,53179,2416,,25600,5.0,1/4000〜30 秒,3.2,104.0,,False,True,False,バリアングル液晶,480.0,125.0,98.0,76.0,3.0,3,44,,600,　,,,,True,　,True,,　,False,,,False,2017,2,3
320,EOS Kiss X9 EF-S18-55 IS STM レンズキット,54480,2420,,5120,5.0,1/4000〜30 秒,3.0,104.0,290,False,True,True,バリアングル液晶,406.0,122.4,92.6,69.8,3.0,4,45,,840,Bluetooth 4.1,,,,True,　,False,,　,False,,,False,2017,7,3
321,EOS 80D EF-S18-135 IS USM レンズキット,103766,2420,,2560,7.0,1/8000〜30 秒,3.0,104.0,340,False,True,True,バリアングル液晶,650.0,139.0,105.2,78.5,3.0,4,43,,1390,　,,,,False,○,False,,　,False,,,False,2016,3,3
322,D750 24-120 VR レンズキット,171800,2432,,51200,6.5,1/4000～30 秒,3.2,122.9,,False,True,False,チルト式液晶,750.0,140.5,113.0,78.0,2.0,3,43,,1230,　,,,,False,○,False,,　,False,,,False,2014,10,3
323,D7500 18-140 VR レンズキット,110598,2088,,1640000,8.0,1/8000〜30 秒,3.2,92.2,,True,True,True,チルト式液晶,640.0,135.5,104.0,72.5,3.0,3,43,,950,Bluetooth 4.1,,,,False,○,False,,　,False,,,False,2017,6,3
324,PENTAX KP ボディ,84578,2432,,,7.0,1/24000〜30 秒,3.0,92.1,,False,True,False,チルト式液晶,643.0,131.5,101.0,76.0,3.0,20,43,,420,　,,,,False,○,False,,○,True,,,False,2017,2,3
325,EOS 80D ボディ,79260,2420,,2560,7.0,1/8000〜30 秒,3.0,104.0,340,False,True,True,バリアングル液晶,650.0,139.0,105.2,78.5,3.0,4,43,,1390,　,,,,False,○,False,,　,False,,,False,2016,3,3
326,D750 ボディ,127970,2432,,51200,6.5,1/4000～30 秒,3.2,122.9,,False,True,False,チルト式液晶,750.0,140.5,113.0,78.0,2.0,3,43,,1230,　,,,,False,○,False,,　,False,,,False,2014,9,3
327,D810 ボディ,186735,3635,,51200,6.0,1/8000〜30 秒,3.2,122.9,,False,False,False,　,880.0,146.0,123.0,81.5,2.0,3,43,,1200,　,,,,False,○,False,,　,False,,,False,2014,7,3
328,D7500 ボディ,91692,2088,,1640000,8.0,1/8000〜30 秒,3.2,92.2,,True,True,True,チルト式液晶,640.0,135.5,104.0,72.5,3.0,3,43,,950,Bluetooth 4.1,,,,False,○,False,,　,False,,,False,2017,6,3
329,D7200 ボディ,70973,2416,,102400,7.0,1/8000〜30 秒,3.2,122.9,,False,True,False,　,675.0,135.5,106.5,76.0,3.0,3,43,,1110,　,,,,False,○,False,,　,False,,,False,2015,3,3
330,EOS 7D Mark II ボディ,107798,2020,,5120,10.0,1/8000〜30 秒,3.0,104.0,270,False,False,False,　,820.0,148.6,112.4,78.2,3.0,4,43,,800,　,,,,False,○,True,,　,False,,,False,2014,10,3
331,D5 XQD-Type ボディ,479800,2082,,3280000,14.0,1/8000〜30 秒,3.2,236.0,,True,False,True,　,1235.0,160.0,158.5,92.0,2.0,3,43,,3780,　,,,,False,○,False,,　,False,,,False,2016,3,3
332,D3400 ダブルズームキット,51422,2416,,,5.0,1/4000〜30 秒,3.0,92.0,,False,False,False,　,395.0,124.0,98.0,75.5,3.0,3,44,,1200,Bluetooth 4.1,,,,False,　,False,,　,False,,,False,2016,9,3
333,EOS Kiss X8i ダブルズームキット,59234,2420,,2560,5.0,1/4000〜30 秒,3.0,104.0,200,False,True,True,バリアングル液晶,510.0,131.9,100.7,77.8,3.0,4,45,,550,　,,,,False,　,False,,　,False,,,False,2015,4,3
334,EOS 6D Mark II EF24-105 IS STM レンズキット,183717,2620,,10240,6.5,1/4000〜30 秒,3.0,104.0,380,False,True,True,バリアングル液晶,685.0,144.0,110.5,74.8,2.0,4,43,,1200,Bluetooth 4.1,,,,True,○,True,,　,False,,,False,2017,8,3
335,D500 16-80 VR レンズキット,205568,2088,,1640000,10.0,1/8000〜30 秒,3.2,236.0,,True,True,True,チルト式液晶,760.0,147.0,115.0,81.0,3.0,3,43,,1240,Bluetooth 4.1,,,,False,○,False,,　,False,,,False,2016,4,3
336,EOS 6D ボディ,92648,2020,,10240,4.5,1/4000〜30 秒,3.0,104.0,220,False,True,False,　,680.0,144.5,110.5,71.2,2.0,4,43,,1090,　,,,,False,○,True,,　,False,,,False,2012,11,3
337,PENTAX K-70 18-135WRキット,78668,2424,,,6.0,1/6000〜30 秒,3.0,92.1,,False,True,False,バリアングル液晶,628.0,125.5,93.0,74.0,3.0,20,43,,480,　,,,,False,○,False,,○,False,,,False,2016,7,3
338,EOS 9000D EF-S18-135 IS USM レンズキット,96381,2420,,5120,6.0,1/4000〜30 秒,3.0,104.0,270,False,True,True,バリアングル液晶,493.0,131.0,99.9,76.2,3.0,4,45,,600,Bluetooth 4.1,,,,False,　,False,,　,False,,,False,2017,4,3
339,EOS 6D Mark II EF24-70 F4L IS USM レンズキット,225000,2620,,10240,6.5,1/4000〜30 秒,3.0,104.0,380,False,True,True,バリアングル液晶,685.0,144.0,110.5,74.8,2.0,4,43,,1200,Bluetooth 4.1,,,,True,○,True,,　,False,,,False,2017,8,3
340,PENTAX K-70 ボディ,57000,2424,,,6.0,1/6000〜30 秒,3.0,92.1,,False,True,False,バリアングル液晶,628.0,125.5,93.0,74.0,3.0,20,43,,480,　,,,,False,○,False,,○,False,,,False,2016,7,3
341,PENTAX K-1 Mark II ボディ,207000,3640,,,6.4,1/8000〜30 秒,3.2,103.7,,False,True,False,フレキシブルチルト式液晶,925.0,136.5,110.0,85.5,2.0,20,43,,670,　,,,,False,○,True,,○,True,,,False,2018,4,3
342,EOS 80D ダブルズームキット,106400,2420,,2560,7.0,1/8000〜30 秒,3.0,104.0,340,False,True,True,バリアングル液晶,650.0,139.0,105.2,78.5,3.0,4,43,,1390,　,,,,False,○,False,,　,False,,,False,2016,3,3
343,Df ボディ,188195,1625,,204800,5.5,1/4000〜30 秒,3.2,92.0,,False,False,False,　,710.0,143.5,110.0,66.5,2.0,3,43,,1400,　,,,,False,○,False,,　,False,,,False,2013,11,3
344,EOS-1D X Mark II ボディ,524800,2020,,40960,16.0,1/8000〜30 秒,3.2,162.0,260,True,False,True,　,1340.0,158.0,167.6,82.6,2.0,4,43,,1210,　,,,,False,○,True,,　,False,,,False,2016,4,3
345,PENTAX K-S2 18-135WRキット,61424,2012,,,5.5,1/6000〜30 秒,3.0,92.1,,False,True,False,バリアングル液晶,618.0,122.5,91.0,72.5,3.0,20,43,,480,　,,,,True,○,False,,○,False,,,False,2015,3,3
